title,authors,average_rating,ratings_count,length_category,is_series,series_name,series_position,language_code,publication_date,review_engagement,popularity_category
Gravitation #2,Maki Murakami,3.99,10,Unknown,False,Standalone,,spa,6/30/2004,0.0,Unknown
The Master and Margarita,Mikhail Bulgakov/Michael Karpelson,4.3,493,Unknown,False,Standalone,,eng,4/1/2006,0.09533468559837728,Niche
Bulgakov's the Master and Margarita: The Text as a Cipher,Elena N. Mahlow,5.0,4,Unknown,False,Standalone,,eng,1/1/1975,0.0,Unknown
Мастер и Маргарита,Mikhail Bulgakov/Михаил Булгаков,4.3,10,Unknown,False,Standalone,,rus,9/28/2004,0.1,Unknown
Foucault's Pendulum,Umberto Eco/William Weaver,3.89,46598,Unknown,False,Standalone,,eng,3/5/2007,0.04450834799776814,Popular
Pendulum: Leon Foucault and the Triumph of Science,Amir D. Aczel,3.72,183,Unknown,False,Standalone,,eng,9/14/2004,0.1366120218579235,Niche
The House of Mirth,Edith Wharton/Jeffrey Meyers,3.95,360,Unknown,False,Standalone,,eng,8/26/2004,0.18611111111111112,Niche
The House of Mirth,Edith Wharton/R.W.B. Lewis,3.95,10,Unknown,False,Standalone,,eng,1/1/1977,0.0,Unknown
The Family Trade (The Merchant Princes  #1),Charles Stross,3.52,4691,Unknown,True,The Merchant Princes,1.0,eng,5/1/2005,0.07567682796845022,Modest
Toast  and Other Stories,Charles Stross,3.8,935,Unknown,False,Standalone,,eng,12/13/2005,0.03636363636363636,Niche
Accelerando,Charles Stross,3.88,16527,Unknown,False,Standalone,,eng,7/1/2006,0.05875234464815151,Popular
Glasshouse,Charles Stross,3.87,8975,Unknown,False,Standalone,,en-US,6/27/2006,0.0516991643454039,Modest
The Hidden Family (The Merchant Princes  #2),Charles Stross,3.57,3344,Unknown,True,The Merchant Princes,2.0,eng,5/2/2006,0.03797846889952153,Modest
Lobsters,Charles Stross/Shandra Marie/Jared Doreck,3.83,158,Unknown,False,Standalone,,eng,8/11/2005,0.03164556962025317,Niche
Antibodies,Charles Stross/Shandra Marie/Jared Doreck,3.46,67,Unknown,False,Standalone,,eng,8/11/2005,0.05970149253731343,Unknown
Notes from Underground  White Nights  The Dream of a Ridiculous Man  and Selections from The House of the Dead,Fyodor Dostoyevsky/Andrew R. MacAndrew/Ben Marcus,4.18,71824,Unknown,False,Standalone,,eng,11/2/2004,0.022374136778792603,Popular
The House of the Dead,Fyodor Dostoyevsky/Ergin Altay,4.05,11252,Unknown,False,Standalone,,eng,4/22/2004,0.03546036260220405,Popular
The Village of Stepanchikovo,Fyodor Dostoyevsky/Ignat Avsey,3.87,1570,Unknown,False,Standalone,,eng,12/1/2001,0.050955414012738856,Modest
Crime and Punishment,Fyodor Dostoyevsky/Larissa Volokhonsky/Richard Pevear,4.21,6950,Unknown,False,Standalone,,eng,5/25/1993,0.054820143884892085,Modest
The Gambler,Fyodor Dostoyevsky/Jonathan Franzen,3.89,82,Unknown,False,Standalone,,eng,10/1/2005,0.0975609756097561,Unknown
Notes from Underground & The Double,Fyodor Dostoyevsky/Jessie Coulson,4.2,4706,Unknown,False,Standalone,,eng,7/30/1972,0.03208669783255419,Modest
Notes from Underground & A Confession (Everyman's Library),A.D.P. Briggs/Leo Tolstoy/Fyodor Dostoyevsky,3.76,17,Unknown,False,Standalone,,eng,6/15/1994,0.058823529411764705,Unknown
The Gambler/Bobok/A Nasty Story,Fyodor Dostoyevsky/Jessie Coulson,3.99,576,Unknown,False,Standalone,,en-US,5/27/1966,0.07118055555555555,Niche
The Idiot,Fyodor Dostoyevsky/Constance Garnett,4.18,72,Unknown,False,Standalone,,en-US,12/12/2003,0.08333333333333333,Unknown
Netochka Nezvanova,Fyodor Dostoyevsky/Jane Kentish,3.81,2590,Unknown,False,Standalone,,eng,8/29/1985,0.04903474903474903,Modest
Plays 5: Arcadia / The Real Thing / Night and Day / Indian Ink / Hapgood,Tom Stoppard,4.29,572,Unknown,False,Standalone,,en-US,12/1/2000,0.057692307692307696,Niche
Rock 'n' Roll,Tom Stoppard,3.71,951,Unknown,False,Standalone,,eng,5/10/2007,0.06309148264984227,Niche
The Real Thing,Tom Stoppard,3.94,3553,Unknown,False,Standalone,,en-US,4/17/2000,0.039403321137067265,Modest
Arcadia,Tom Stoppard,4.19,48,Unknown,False,Standalone,,eng,5/1/1995,0.0625,Unknown
Plays 1: The Real Inspector Hound / After Magritte / Dirty Linen / New-Found-Land / Dogg's Hamlet  Cahoot's Macbeth,Tom Stoppard,4.03,78,Unknown,False,Standalone,,eng,4/15/1996,0.16666666666666666,Unknown
Every Good Boy Deserves Favor & Professional Foul,Tom Stoppard,3.9,190,Unknown,False,Standalone,,en-GB,3/28/1994,0.05263157894736842,Niche
Lord Malquist and Mr. Moon,Tom Stoppard,3.41,192,Unknown,False,Standalone,,eng,8/15/2006,0.11979166666666667,Niche
The Gunslinger (The Dark Tower #1),Stephen King,3.96,1902,Unknown,True,The Dark Tower,1.0,eng,7/1/1989,0.11934805467928496,Modest
Everything and Nothing,Jorge Luis Borges/Eliot Weinberger/John M. Fein/James E. Irby/Donald A. Yates,4.38,593,Unknown,False,Standalone,,eng,4/17/1999,0.06239460370994941,Niche
Seven Nights,Jorge Luis Borges/Eliot Weinberger,4.33,1037,Unknown,False,Standalone,,eng,5/29/1985,0.05785920925747348,Modest
Museo: Textos Ineditos,Adolfo Bioy Casares,4.17,6,Unknown,False,Standalone,,spa,10/1/2002,0.0,Unknown
Obra Poética,Jorge Luis Borges,4.49,50,Unknown,False,Standalone,,spa,6/1/2005,0.06,Unknown
Collected Fictions,Jorge Luis Borges/Andrew Hurley,4.58,18874,Unknown,False,Standalone,,eng,9/30/1999,0.04190950513934513,Popular
The Eternal Frontier: An Ecological History of North America and Its Peoples,Tim Flannery,4.06,588,Unknown,False,Standalone,,eng,4/17/2002,0.11734693877551021,Niche
Hope Springs Eternal (Prairie River  #4),Kristiana Gregory,4.27,130,Unknown,True,Prairie River,4.0,eng,7/1/2005,0.05384615384615385,Niche
The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,Richard Dawkins,4.13,20232,Unknown,False,Standalone,,eng,9/2/2005,0.030100830367734283,Popular
The Reverse of the Medal (Aubrey & Maturin #11),Patrick O'Brian,4.41,186,Unknown,True,Aubrey & Maturin,11.0,eng,4/1/2010,0.06451612903225806,Niche
The Reverse of the Medal (Aubrey/Maturin  #11),Patrick O'Brian/Simon Vance,4.41,3598,Unknown,True,Aubrey/Maturin,11.0,en-GB,2/1/2006,0.02584769316286826,Modest
Teleny or the Reverse of the Medal,Oscar Wilde,3.67,985,Unknown,False,Standalone,,eng,3/7/2006,0.06395939086294417,Niche
The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,Simon Singh,4.29,16531,Unknown,False,Standalone,,eng,8/29/2000,0.05910108281410683,Popular
The Eternity Code (Artemis Fowl  #3),Eoin Colfer,4.04,1660,Unknown,True,Artemis Fowl,3.0,en-US,5/3/2005,0.07530120481927711,Modest
How I Became a Pirate,Melinda Long/David Shannon,4.08,24098,Unknown,False,Standalone,,eng,9/1/2003,0.02431737073616068,Popular
The Pirate Dictionary,Terry Breverton,3.7,51,Unknown,False,Standalone,,eng,7/31/2004,0.13725490196078433,Unknown
Mulliner Nights (Mr. Mulliner  #3),P.G. Wodehouse,4.11,1174,Unknown,True,Mr. Mulliner,3.0,eng,4/12/2005,0.06388415672913117,Modest
Life at Blandings,P.G. Wodehouse,4.35,2651,Unknown,False,Standalone,,en-US,1/5/1988,0.017729158807996984,Modest
Jill the Reckless,P.G. Wodehouse,4.02,666,Unknown,False,Standalone,,eng,4/7/2005,0.12312312312312312,Niche
The Code of the Woosters: Jeeves to the Rescue,P.G. Wodehouse/Jonathan Cecil,4.36,172,Unknown,False,Standalone,,eng,9/7/2006,0.1511627906976744,Niche
P.G. Wodehouse in His Own Words,P.G. Wodehouse/Tony Ring/Barry Day,4.07,48,Unknown,False,Standalone,,eng,4/28/2003,0.125,Unknown
Jeeves and the Mating Season (Jeeves  #9),P.G. Wodehouse/Jonathan Cecil,4.26,109,Unknown,True,Jeeves,9.0,eng,4/7/2003,0.2018348623853211,Niche
Something Fresh (Blandings Castle  #1),P.G. Wodehouse,4.16,5311,Unknown,True,Blandings Castle,1.0,eng,4/7/2005,0.0736207870457541,Modest
The Clicking of Cuthbert,P.G. Wodehouse,3.93,6,Unknown,False,Standalone,,eng,11/3/2006,0.16666666666666666,Unknown
Ring for Jeeves (Jeeves  #10),P.G. Wodehouse,4.01,2785,Unknown,True,Jeeves,10.0,eng,4/12/2004,0.06570915619389588,Modest
Ukridge,P.G. Wodehouse,3.89,1019,Unknown,False,Standalone,,eng,9/15/2003,0.08145240431795878,Modest
Jeeves and the Tie That Binds (Jeeves  #14),P.G. Wodehouse,4.23,2781,Unknown,True,Jeeves,14.0,eng,11/1/2000,0.04674577490111471,Modest
Right Ho  Jeeves (Jeeves  #6),P.G. Wodehouse,4.32,8193,Unknown,True,Jeeves,6.0,eng,11/3/2006,0.05407054802880508,Modest
Blandings Castle (Blandings Castle  #3),P.G. Wodehouse,4.18,1370,Unknown,True,Blandings Castle,3.0,eng,10/23/2002,0.051094890510948905,Modest
Mr. Mulliner Speaking,P.G. Wodehouse,4.01,1497,Unknown,False,Standalone,,en-US,3/3/2005,0.03206412825651302,Modest
Laughing Gas,P.G. Wodehouse,3.89,1723,Unknown,False,Standalone,,eng,1/1/2002,0.07486941381311665,Modest
The Adventures of Sally,P.G. Wodehouse,3.78,10,Unknown,False,Standalone,,en-US,5/29/2008,0.0,Unknown
Meet Mr. Mulliner,P.G. Wodehouse,4.06,1224,Unknown,False,Standalone,,eng,5/13/2002,0.0727124183006536,Modest
Eggs  Beans  and Crumpets,P.G. Wodehouse,4.11,898,Unknown,False,Standalone,,eng,10/27/2000,0.066815144766147,Niche
A Damsel in Distress,P.G. Wodehouse,4.08,3526,Unknown,False,Standalone,,eng,11/3/2006,0.1006806579693704,Modest
Uncle Fred in the Springtime (Blandings Castle  #6),P.G. Wodehouse,4.24,1703,Unknown,True,Blandings Castle,6.0,eng,4/15/2004,0.06341749853200235,Modest
The Best of Wodehouse: An Anthology,P.G. Wodehouse/John Mortimer,4.41,413,Unknown,False,Standalone,,eng,6/19/2007,0.11138014527845036,Niche
The World of Mr. Mulliner,P.G. Wodehouse,4.32,345,Unknown,False,Standalone,,eng,7/29/1999,0.08695652173913043,Niche
Cocktail Time,P.G. Wodehouse,4.13,648,Unknown,False,Standalone,,eng,10/21/2004,0.0787037037037037,Niche
The Waste Lands (The Dark Tower #3),Stephen King/Ned Dameron,4.24,1013,Unknown,True,The Dark Tower,3.0,eng,1/1/1993,0.0947680157946693,Modest
Jeeves in the Offing (Jeeves  #12),P.G. Wodehouse,4.17,28,Unknown,True,Jeeves,12.0,eng,9/12/2002,0.14285714285714285,Unknown
Jeeves and The Feudal Spirit (Jeeves  #11),P.G. Wodehouse,4.32,25,Unknown,True,Jeeves,11.0,eng,9/20/2001,0.04,Unknown
Piccadilly Jim,P.G. Wodehouse,4.02,2673,Unknown,False,Standalone,,eng,10/21/2004,0.06883651328095773,Modest
Joy in the Morning (Jeeves  #8),P.G. Wodehouse,4.34,38,Unknown,True,Jeeves,8.0,eng,3/14/2002,0.0,Unknown
The Mating Season (Jeeves  #9),P.G. Wodehouse,4.26,59,Unknown,True,Jeeves,9.0,eng,9/20/2001,0.03389830508474576,Unknown
Indiscretions of Archie,P.G. Wodehouse,3.87,693,Unknown,False,Standalone,,eng,5/1/2000,0.11255411255411256,Niche
The Subtle Knife (His Dark Materials  #2),Philip Pullman,4.13,4750,Unknown,True,His Dark Materials,2.0,en-US,9/9/2003,0.07094736842105263,Modest
The Amber Spyglass  (His Dark Materials  #3),Philip Pullman,4.09,237072,Unknown,True,His Dark Materials,3.0,eng,9/9/2003,0.026818856718634,Bestseller
The Eyes of the Dragon,Stephen King/David Palladini,3.93,2925,Unknown,False,Standalone,,en-US,12/8/1987,0.09743589743589744,Modest
The Voyage of the “Dawn Treader” (The Chronicles of Narnia  #3),C.S. Lewis/Pauline Baynes,4.09,2977,Unknown,True,The Chronicles of Narnia,3.0,eng,1/1/1970,0.08397715821296607,Modest
Lolita,Vladimir Nabokov/John Ray Jr.,3.89,19513,Unknown,False,Standalone,,eng,6/13/1997,0.11228411828012094,Popular
William Shakespeare’s: Twelfth Night (Shakespeare Retellings  #6),Bruce Coville/Kathryn Hewitt,4.11,150,Unknown,True,Shakespeare Retellings,6.0,eng,3/10/2003,0.09333333333333334,Niche
Romeo and Juliet,William Shakespeare/Paul Werstine/Barbara A. Mowat,3.74,1893917,Unknown,False,Standalone,,eng,1/1/2004,0.007728427380925352,Bestseller
Romeo and Juliet,William Shakespeare/Rex Gibson,3.74,425,Unknown,False,Standalone,,en-US,8/1/2005,0.07058823529411765,Niche
Romeo and Juliet,William Shakespeare/Michael Sheen/Kate Beckinsale/Fiona  Shaw/Norman Rodway,3.74,18,Unknown,False,Standalone,,eng,10/23/1997,0.0,Unknown
Ohio Class (Silent Service #5),H. Jay Riker,3.84,44,Unknown,True,Silent Service,5.0,eng,7/25/2006,0.09090909090909091,Unknown
Seawolf Class (Silent Service #3),H. Jay Riker,3.96,65,Unknown,True,Silent Service,3.0,eng,7/30/2002,0.07692307692307693,Unknown
The Art of Deception: Controlling the Human Element of Security,Kevin D. Mitnick/William L. Simon/Steve Wozniak,3.76,4565,Unknown,False,Standalone,,eng,10/17/2003,0.0619934282584885,Modest
Hardball: Are You Playing to Play or Playing to Win?,George Stalk Jr./Rob Lachenauer/Robert Lachenauer/John  Butman,3.49,84,Unknown,False,Standalone,,eng,10/1/2004,0.10714285714285714,Unknown
A Theory of Fun for Game Design,Raph Koster/Will Wright,3.94,2113,Unknown,False,Standalone,,en-CA,11/6/2004,0.08566019876952201,Modest
The Complete Theory Fun Factory: Music Theory Puzzles and Games for the Early Grades,Ian        Martin/Katie Elliott,5.0,1,Unknown,False,Standalone,,eng,6/1/2004,0.0,Unknown
The Pillow Book,Sei Shōnagon/Ivan Morris,4.02,3786,Unknown,False,Standalone,,eng,12/30/1991,0.07263602746962493,Modest
Bachelor Brothers' Bed & Breakfast Pillow Book,Bill Richardson,3.77,325,Unknown,False,Standalone,,eng,10/15/1998,0.12923076923076923,Niche
The Cyberiad,Stanisław Lem/Michael Kandel/Daniel Mróz,4.18,7842,Unknown,False,Standalone,,en-US,12/16/2002,0.050624840601887273,Modest
Christianity for Modern Pagans: Pascal's Pensées - Edited  Outlined & Explained,Peter Kreeft/Blaise Pascal,4.37,418,Unknown,False,Standalone,,en-US,9/1/1993,0.09330143540669857,Niche
Jacques the Fatalist,Denis Diderot/David Coward,3.84,4891,Unknown,False,Standalone,,eng,9/16/1999,0.020854630954814966,Modest
Jacques der Fatalist und sein Herr,Denis Diderot,3.84,22,Unknown,False,Standalone,,ger,1/1/1972,0.0,Unknown
Pictorial Encyclopedia of Trades and Industry  Vol 1,Denis Diderot/Charles Coulston Gillispie,3.6,5,Unknown,False,Standalone,,eng,1/18/1993,0.0,Unknown
Rameau's Nephew / D'Alembert's Dream,Denis Diderot/Leonard Tancock,3.67,1292,Unknown,False,Standalone,,eng,10/28/1976,0.05185758513931889,Modest
Theory of Colours,Johann Wolfgang von Goethe/Deane B. Judd,4.06,694,Unknown,False,Standalone,,eng,3/15/1970,0.02881844380403458,Niche
Maxims and Reflections,Johann Wolfgang von Goethe/Peter Hutchinson/Elisabeth Stopp,3.82,280,Unknown,False,Standalone,,eng,3/1/1999,0.08214285714285714,Niche
War and Peace,Leo Tolstoy,4.11,126,Unknown,False,Standalone,,en-US,5/9/1999,0.07142857142857142,Niche
War and Peace,Leo Tolstoy/Anthony Briggs/Orlando Figes,4.11,1228,Unknown,False,Standalone,,eng,1/19/2006,0.07573289902280131,Modest
A Savage War of Peace: Algeria  1954-1962,Alistair Horne,4.23,1895,Unknown,False,Standalone,,eng,10/10/2006,0.09393139841688654,Modest
War and Peace,Leo Tolstoy/Constance Garnett/A.N. Wilson,4.11,850,Unknown,False,Standalone,,eng,7/9/2002,0.15764705882352942,Niche
War and Peace,Leo Tolstoy/Orlando Figes/Anthony Briggs,4.11,516,Unknown,False,Standalone,,eng,12/1/2006,0.2189922480620155,Niche
War and Peace and War: The Rise and Fall of Empires,Peter Turchin,4.16,276,Unknown,False,Standalone,,en-US,2/27/2007,0.13043478260869565,Niche
Great Expectations,Charles Dickens,3.77,905,Unknown,False,Standalone,,eng,1/13/1994,0.06740331491712707,Niche
Great Expectations,Charles Dickens/Linda Jennings,3.77,109,Unknown,False,Standalone,,eng,6/1/1995,0.03669724770642202,Niche
Oliver Twist,Charles Dickens,3.86,2077,Unknown,False,Standalone,,eng,12/30/2002,0.03996148290804044,Modest
Oliver Twist,Charles Dickens/Fred Kaplan,3.86,178,Unknown,False,Standalone,,eng,12/17/1992,0.09550561797752809,Niche
Oliver Twist,Charles Dickens/George Cruikshank/Jill Muller,3.86,348,Unknown,False,Standalone,,eng,10/25/2004,0.13505747126436782,Niche
The Nibelungenlied,Unknown/A.T. Hatto,3.87,4052,Unknown,False,Standalone,,eng,8/26/2004,0.04022704837117473,Modest
Gargantua and Pantagruel,François Rabelais/Thomas Urquhart/Pierre Le Motteux,3.71,51,Unknown,False,Standalone,,eng,5/10/1994,0.21568627450980393,Unknown
Gargantua and Pantagruel,François Rabelais/M.A. Screech,3.71,12005,Unknown,False,Standalone,,eng,10/26/2006,0.02473969179508538,Popular
Beyond Good and Evil: Prelude to a Philosophy of the Future,Friedrich Nietzsche/Walter Kaufmann,4.01,50,Unknown,False,Standalone,,eng,12/17/1989,0.12,Unknown
Phenomenology of Perception,Maurice Merleau-Ponty/Colin Smith,4.15,5078,Unknown,False,Standalone,,eng,5/3/2005,0.015163450177235131,Modest
Introduction to Phenomenology,Dermot Moran,4.18,217,Unknown,False,Standalone,,eng,2/5/2000,0.08755760368663594,Niche
Introduction to Phenomenology,Robert Sokolowski,3.98,316,Unknown,False,Standalone,,eng,1/27/2000,0.11392405063291139,Niche
The Basic Problems of Phenomenology (Studies in Phenomenology & Existential Philosophy),Martin Heidegger/Albert Hofstadter,4.29,467,Unknown,False,Standalone,,en-US,8/1/1988,0.034261241970021415,Niche
The Phenomenology of Mind  Volume II,Georg Wilhelm Friedrich Hegel/James Black Baillie,4.0,1,Unknown,False,Standalone,,ger,2/16/2006,0.0,Unknown
Experimental Phenomenology: An Introduction,Don Ihde,3.73,44,Unknown,False,Standalone,,eng,6/30/1986,0.022727272727272728,Unknown
Critique of Pure Reason,Immanuel Kant/J.M.D. Meiklejohn,3.94,72,Unknown,False,Standalone,,eng,11/17/2003,0.1388888888888889,Unknown
Critique of Pure Reason,Immanuel Kant/Paul Guyer/Allen W. Wood,3.94,23607,Unknown,False,Standalone,,eng,2/28/1999,0.015885118820688778,Popular
Critique of Pure Reason,Immanuel Kant/Werner S. Pluhar/Patricia Kitcher/James W. Ellington,3.94,180,Unknown,False,Standalone,,eng,12/1/1996,0.07777777777777778,Niche
Critique of Pure Reason,Immanuel Kant/Marcus Weigelt/F. Max Müller,3.94,254,Unknown,False,Standalone,,eng,11/29/2007,0.1377952755905512,Niche
Critique of Pure Reason (Studies in the History of Philosophy),Immanuel Kant/Humphrey Palmer,3.94,17,Unknown,False,Standalone,,eng,1/1/1992,0.0,Unknown
The Anime Encyclopedia: A Guide to Japanese Animation Since 1917,Jonathan Clements/Helen McCarthy,4.04,25,Unknown,False,Standalone,,eng,11/1/2006,0.2,Unknown
Unpublished Writings from the Period of Unfashionable Observations (Complete Works 11),Friedrich Nietzsche/Richard T. Gray,4.06,2,Unknown,False,Standalone,,eng,1/1/2000,0.0,Unknown
Thus Spake Zarathustra: A Book for All and None,Friedrich Nietzsche,4.06,275,Unknown,False,Standalone,,eng,11/3/2006,0.07272727272727272,Niche
The Picture of Dorian Gray,Oscar Wilde,4.08,329,Unknown,False,Standalone,,eng,10/10/2005,0.06382978723404255,Niche
The Picture of Dorian Gray,Oscar Wilde,4.08,838,Unknown,False,Standalone,,en-US,1/1/2005,0.06205250596658711,Niche
Haussmann  or the Distinction,Paul La Farge,3.65,157,Unknown,False,Standalone,,eng,10/2/2002,0.1337579617834395,Niche
The Artist of the Missing,Paul La Farge/Stephen Alcorn,3.58,99,Unknown,False,Standalone,,eng,6/4/1999,0.10101010101010101,Unknown
Reluctant Runaway (To Catch a Thief #2),Jill Elizabeth Nelson,3.71,90,Unknown,True,To Catch a Thief,2.0,en-US,3/20/2007,0.13333333333333333,Unknown
Kentucky Straight: Stories,Chris Offutt,4.03,876,Unknown,False,Standalone,,eng,10/27/1992,0.10159817351598173,Niche
Out of the Woods,Chris Offutt,4.05,480,Unknown,False,Standalone,,eng,2/22/2000,0.12708333333333333,Niche
No Heroes: A Memoir of Coming Home,Chris Offutt,3.87,193,Unknown,False,Standalone,,eng,4/2/2003,0.17616580310880828,Niche
The Castle Keeps,Andrew J. Offutt,3.57,19,Unknown,False,Standalone,,en-US,7/30/1972,0.15789473684210525,Unknown
Conan: Sword of Skelos,Andrew J. Offutt,3.94,1427,Unknown,False,Standalone,,eng,2/18/2002,0.00350385423966363,Modest
"Incest: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin  1932-1934",Anaïs Nin/Rupert Pole/Gunther Stuhlmann,3.99,908,Unknown,False,Standalone,,eng,10/1/1992,0.05947136563876652,Niche
"Fire: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin  1934-1937",Anaïs Nin,4.13,585,Unknown,False,Standalone,,eng,7/22/1996,0.05299145299145299,Niche
In Favor of the Sensitive Man and Other Essays,Anaïs Nin,4.02,520,Unknown,False,Standalone,,eng,4/1/1976,0.07692307692307693,Niche
Anaïs Nin: A Biography,Deirdre Bair,3.99,632,Unknown,False,Standalone,,eng,7/1/1996,0.058544303797468354,Niche
Fire: From A Journal of Love - The Unexpurgated Diary of Anaïs Nin (1934-1937),Anaïs Nin/Gunther Stuhlmann,4.13,196,Unknown,False,Standalone,,eng,5/15/1995,0.030612244897959183,Niche
The Diary of Anaïs Nin  Vol. 6: 1955-1966,Anaïs Nin/Gunther Stuhlmann,4.13,319,Unknown,False,Standalone,,eng,11/3/1977,0.034482758620689655,Niche
"Nearer the Moon: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin  1937-1939",Anaïs Nin/Gunther Stuhlmann,4.23,168,Unknown,False,Standalone,,eng,11/1/1996,0.09523809523809523,Niche
The Early Diary of Anaïs Nin  Vol. 3: 1923-1927,Anaïs Nin,4.18,147,Unknown,False,Standalone,,eng,3/22/1985,0.047619047619047616,Niche
Henry and June: From the Unexpurgated Diary of Anaïs Nin,Anaïs Nin,3.9,151,Unknown,False,Standalone,,eng,12/31/1986,0.12582781456953643,Niche
Flowers for Algernon,Daniel Keyes,4.12,337596,Unknown,False,Standalone,,eng,5/1/2005,0.02947013590208415,Bestseller
Flowers for Algernon,Daniel Keyes,4.12,190,Unknown,False,Standalone,,en-US,3/31/1989,0.11052631578947368,Niche
Algernon  Charlie  and I: A Writer's Journey: Plus the Complete Original Short Novelette Version of Flowers for Algernon,Daniel Keyes,4.06,15,Unknown,False,Standalone,,eng,2/14/2004,0.2,Unknown
Jane Eyre,Charlotte Brontë,4.12,432,Unknown,False,Standalone,,ger,3/1/2001,0.06018518518518518,Niche
The Death of Ivan Ilyich and Other Stories,Leo Tolstoy,4.11,320,Unknown,False,Standalone,,eng,12/5/2004,0.103125,Niche
The Death of Ivan Ilych & Other Stories,Leo Tolstoy,4.11,263,Unknown,False,Standalone,,eng,12/15/2003,0.14068441064638784,Niche
The Lost Years of Merlin,T.A. Barron,3.98,12117,Unknown,False,Standalone,,eng,7/2/2002,0.0373029627795659,Popular
The Mirror of Merlin,T.A. Barron,4.06,6661,Unknown,False,Standalone,,eng,7/30/2002,0.008106890857228644,Modest
The Wings of Merlin,T.A. Barron,4.11,6211,Unknown,False,Standalone,,eng,1/28/2003,0.010143294155530511,Modest
El Club Dante,Matthew Pearl/Vicente Villacampa,3.38,156,Unknown,False,Standalone,,spa,3/1/2006,0.057692307692307696,Niche
El club Dante,Matthew Pearl/Vicente Villacampa,3.38,57,Unknown,False,Standalone,,spa,8/30/2004,0.03508771929824561,Unknown
Gone with the Wind,Margaret Mitchell,4.29,999139,Unknown,False,Standalone,,eng,4/1/1999,0.015336204472050436,Bestseller
The Wind Done Gone,Alice Randall,3.07,1698,Unknown,False,Standalone,,eng,4/8/2002,0.16666666666666666,Modest
Utopia,Thomas More/Clarence H. Miller,3.53,438,Unknown,False,Standalone,,eng,2/8/2001,0.10273972602739725,Niche
Utopia,Thomas More/Paul Turner,3.53,45460,Unknown,False,Standalone,,eng,5/6/2003,0.038077430708315,Popular
The Kissing Hand,Audrey Penn/Ruth E. Harper/Nancy M. Leak,4.43,57737,Unknown,False,Standalone,,en-GB,10/15/1993,0.028196823527374126,Popular
Hands of Light: A Guide to Healing Through the Human Energy Field,Barbara Ann Brennan/Jos. A. Smith,4.27,10878,Unknown,False,Standalone,,eng,2/1/1990,0.009744438315866888,Popular
Gifted Hands: The Ben Carson Story,Ben Carson/Cecil Murphey,4.21,11874,Unknown,False,Standalone,,eng,11/26/1996,0.1300320026949638,Popular
Shake Hands with the Devil,Roméo Dallaire,4.24,242,Unknown,False,Standalone,,en-GB,2/3/2005,0.14049586776859505,Niche
In the Name of Love and Other True Cases (Crime Files  #4),Ann Rule,4.04,1353,Unknown,True,Crime Files,4.0,eng,1/1/1998,0.03917220990391722,Modest
The Rule of Four,Ian Caldwell/Dustin Thomason,3.23,25111,Unknown,False,Standalone,,eng,6/28/2005,0.06734100593365458,Popular
The Real Rule of Four: The Unauthorized Guide to the New York Times #1 Bestseller,Joscelyn Godwin,3.46,88,Unknown,False,Standalone,,eng,11/1/2005,0.056818181818181816,Unknown
Time For Kids: Butterflies!,David Bjerklie,3.97,21,Unknown,False,Standalone,,eng,2/21/2006,0.0,Unknown
Macbeth,William Shakespeare/Robert S. Miola/Janet Adelman/Stephen Orgel/Peter Holland,3.9,739,Unknown,False,Standalone,,eng,11/26/2003,0.04059539918809202,Niche
Macbeth,William Shakespeare/Kenneth Muir,3.9,605,Unknown,False,Standalone,,eng,1/31/1997,0.06776859504132231,Niche
Macbeth,William Shakespeare/Roma Gill,3.9,156,Unknown,False,Standalone,,eng,1/20/2005,0.08974358974358974,Niche
Death of a Celebrity (Hamish Macbeth  #17),M.C. Beaton,3.84,2977,Unknown,True,Hamish Macbeth,17.0,eng,1/1/2003,0.06147127981189116,Modest
The Best of the Journal of Irreproducible Results,George H. Scherr/Richard Liebmann-Smith,4.32,40,Unknown,False,Standalone,,en-US,1/10/1989,0.1,Unknown
The Spy Who Loved Me (James Bond  #10),Ian Fleming,3.4,8053,Unknown,True,James Bond,10.0,eng,9/2/2003,0.05712156960139079,Modest
Conversations with Jerzy Kosinski,Jerzy Kosiński/Tom Teicholz,3.69,26,Unknown,False,Standalone,,eng,5/1/1993,0.11538461538461539,Unknown
Frankenstein Makes a Sandwich,Adam Rex,4.21,1911,Unknown,False,Standalone,,eng,9/1/2006,0.14442700156985872,Modest
Frankenstein  or the Modern Prometheus,Mary Wollstonecraft Shelley/Margaret Brantley,3.79,12897,Unknown,False,Standalone,,eng,5/1/2004,0.06047918120493138,Popular
Frankenstein,Mary Wollstonecraft Shelley/J. Paul Hunter,3.79,2188,Unknown,False,Standalone,,en-US,12/17/1995,0.07815356489945155,Modest
Mary Shelley: Her Life  Her Fiction  Her Monsters,Anne K. Mellor,3.9,80,Unknown,False,Standalone,,eng,12/15/1989,0.1625,Unknown
The Faerie Queene: Books I to III,Edmund Spenser/Douglas Brooks-Davies,3.79,33,Unknown,False,Standalone,,eng,11/15/1993,0.09090909090909091,Unknown
